model,target_term,target_coefficient,target_standardized_coefficient,target_std_error,target_standardized_std_error,target_t_stat,target_p_value,target_ci_lower,target_ci_upper,intercept,intercept_p_value,nobs,rsquared,aic,bic,sse,rmse,residual_mean,residual_skew,residual_excess_kurtosis,jarque_bera_p_value,durbin_watson,ljung_box_lag,ljung_box_p_value,breusch_pagan_p_value,target_vif,max_vif,condition_number_standardized,design_rank,design_columns,cov_type,regime,status,dataset_id,provider,sample,universe_type,weighting_class,frequency,benchmark,q_value_bh_fdr,supports_negative_relation,significant_opposite_positive
standard_csad,market_return_sq,-0.01733079064280818,-0.003323404476435935,0.37898846421964305,0.07267596640363401,-0.04572907167106835,0.9635261921982907,-0.7601345310694555,0.7254729497838391,0.021065239765967192,8.235353678946256e-234,1137,0.22365043260133566,-7062.815505102182,-7047.7070596209305,0.13281412899787257,0.010807914662287695,-3.1597904201292936e-16,1.7674400994108763,6.2703457528333,0.0,1.174932784315169,6.0,3.511669004096848e-162,8.431365011228945e-09,5.223278445914915,5.223278445914915,4.340510952287059,3.0,3.0,HAC,low,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,0.9635261921982907,False,False
no_intercept_csad,market_return_sq,-7.3230532294230315,-1.4042906861806987,0.6812235822919701,0.13063348057824178,-10.749852793975057,5.935626988684493e-27,-8.65822691613465,-5.987879542711412,,,1137,0.6667689365906795,-6069.171741060871,-6054.063295579619,0.3182597086098915,0.016730564634005626,0.007736657154057281,0.10091703530085605,0.8870668524916447,4.503106198142354e-09,1.3334509018586018,6.0,5.649403893703367e-13,1.5870053884646741e-15,4.180921437240011,4.180921437240011,4.487313508047967,3.0,3.0,HAC,low,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,5.342064289816044e-26,True,False
scsad,market_return_cu,-33.22146879859642,-0.35011677439545463,4.468248176230027,0.047090291165155375,-7.435009759602521,1.045602425788689e-13,-41.97907429799405,-24.463863299198785,-0.0001058753649231043,0.8534003376036615,1137,0.63033355597481,-5950.878515960434,-5930.733921985432,0.35253450502990696,0.01760842788712356,-3.6568031901681716e-16,-0.0025898992920338625,0.2952481141381904,0.1388106873336447,2.049175032185768,6.0,0.5490712842051253,0.0009096403888741029,2.1633005185816176,2.1633005185816176,2.58145123016934,4.0,4.0,HAC,low,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,4.705210916049101e-13,True,False
standard_csad,market_return_sq,-0.1081456940903834,-0.07195641571857006,0.09085011974872638,0.060448536945517994,-1.1903748106165757,0.23389910895935384,-0.28620865678903823,0.06991726860827142,0.02415447742381602,5.421237536972016e-97,529,0.14755007453522995,-3009.142777893516,-2996.329812597941,0.10366492789791451,0.013998712329245324,3.567824464768934e-18,2.3318056340859865,9.773746034936696,0.0,0.971453550572508,5.0,2.156753481112339e-93,0.0011245674273436118,2.584115594492488,2.5841155944924887,2.866134998416205,3.0,3.0,HAC,mid,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,0.26313649757927304,False,False
no_intercept_csad,market_return_sq,-1.413714559197121,-0.940636919339249,0.2005815236389781,0.13346002928575157,-7.048079671294311,1.8140377185519982e-12,-1.8068471214936874,-1.0205819969005545,,,529,0.5969289792749867,-2574.972197437825,-2562.15923214225,0.23554504946960383,0.021101297206543322,0.010321086444031402,0.1269381480137244,1.8550292245739133,5.377540084662231e-17,1.1534159502338808,5.0,1.6884749411015196e-20,0.1853508695906613,2.552713188346118,2.552713188346118,3.3352729185128616,3.0,3.0,HAC,mid,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,5.442113155655995e-12,True,False
scsad,market_return_cu,-3.5438495602913704,-0.5011244794625022,1.4409225622382678,0.20375627031076857,-2.4594309598334734,0.013915745999648128,-6.36800588678955,-0.719693233793191,0.0023577912992385273,0.03339452103925881,529,0.5741720208729535,-2550.3786760431203,-2533.294722315687,0.2458230721672829,0.021556759919728885,-1.4271297859075737e-17,0.08439299063359224,1.0566486442015544,5.414893821806191e-06,1.9463235390517541,5.0,0.9900724958373931,5.557189574750435e-07,17.847378144467296,17.847378144467296,8.972901752695423,4.0,4.0,HAC,mid,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,0.024267369015391393,True,False
standard_csad,market_return_sq,2.2201782976458158,0.6031615245215863,0.5272950956477778,0.14325160916171012,4.210504356992634,2.5480120931932342e-05,1.1866989009515683,3.2536576943400632,0.030412117581580675,2.8983963581685944e-49,425,0.22502948505541975,-2349.7244484819416,-2337.568180975168,0.09742533855449041,0.015140544597749715,-1.6718652606120003e-17,1.462833903589994,2.795473022245801,1.8503971436685872e-62,0.8262195469951502,5.0,1.1260035835491394e-112,0.026444402164640102,5.0924060844633,5.0924060844633,4.279605630880246,3.0,3.0,HAC,high,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,5.733027209684777e-05,False,True
no_intercept_csad,market_return_sq,-2.6943165868858614,-0.7319718879393922,1.3359258328757588,0.3629343926384323,-2.0168159942576938,0.04371471919767153,-5.312683105339024,-0.0759500684326988,,,425,0.6296855068273999,-2017.4082715069349,-2005.2520040001616,0.21293921356524817,0.022383776349913273,0.008959106682358154,0.7654305370750449,2.0742237254491993,1.302636048057437e-25,1.2154506631672468,5.0,2.877450093602991e-21,4.121041509508088e-24,4.023551664064043,4.023551664064043,4.342252188696952,3.0,3.0,HAC,high,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,0.05620463896843483,False,False
scsad,market_return_cu,-8.275100102037877,-0.19769998804313837,3.4409769111550084,0.08220820120647607,-2.4048694064791714,0.016178246010260928,-15.019290919535575,-1.5309092845401793,0.0031881488937063004,0.00986434663968127,425,0.6156558468856629,-2000.3901561928237,-1984.1817995171261,0.22059831853883377,0.022782775668258624,-6.1921709589916966e-15,0.22777042641875692,1.2957725241725022,1.0958392321754495e-07,2.0680994641909987,5.0,0.4491970757920519,0.0011488612916133755,2.1711472670207472,2.1711472670207472,2.563558472533017,4.0,4.0,HAC,high,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,daily,baseline,0.024267369015391393,True,False
standard_csad,market_return_sq,0.2602253671292286,0.10190624225020808,0.6268942431772653,0.24549657596892954,0.4151024992833526,0.6780668699235353,-0.9684647716137059,1.4889155058721633,0.0590212586801149,1.4068428627908486e-41,156,0.21090770684659377,-675.2853926247889,-666.1358246030403,0.11587594330156574,0.027254256701355298,2.0638761355211244e-17,1.0026476554530892,1.0798293570793804,1.0022508582733634e-07,1.2143937055693184,4.0,2.3411256620600266e-09,0.11309186955890321,8.542973934752162,8.542973934752162,5.669284136452724,3.0,3.0,HAC,low,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,0.6780668699235353,False,False
no_intercept_csad,market_return_sq,-4.537801780343744,-1.7770378522762964,0.7321162025026421,0.2867022992823236,-6.19819881711656,5.711296852195904e-10,-5.972723169747155,-3.102880390940333,,,156,0.715809213305558,-540.475860268991,-531.3262922472425,0.2749760033964568,0.04198412424284715,0.0173147032115452,0.18707192376929477,-0.008409495716608095,0.6355901523363992,1.4431566391124464,4.0,0.2541971178379105,0.0019648297790938684,7.345973581651596,7.465478941293303,5.795776476221917,3.0,3.0,HAC,low,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,2.578020385867806e-09,True,False
scsad,market_return_cu,-11.989762185940194,-0.4329134110319961,2.240210385408555,0.08088710220739634,-5.352069727037525,8.695387800252054e-08,-16.380493859133555,-7.599030512746832,-0.0032959299322907806,0.4139375247310777,156,0.6817052075640494,-523.163655790171,-510.96423176117287,0.3033353594718957,0.044096002455008915,-1.0088084214142048e-15,0.32677666976558556,-0.019362349245355848,0.2535773375266936,2.2533289932025737,4.0,0.23363604660634338,0.5482207824032501,3.13690343693049,3.13690343693049,3.2330080282580984,4.0,4.0,HAC,low,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,2.608616340075616e-07,True,False
standard_csad,market_return_sq,-0.9020288015800123,-0.5774715836943132,0.24450206982337713,0.15652825855463434,-3.6892481206053507,0.00022491778320010833,-1.381244052579329,-0.42281355058069553,0.04468093199524353,1.3885895352220217e-30,79,0.2921100589157758,-340.37543402902304,-333.267090471622,0.05767517856528625,0.02701972522916026,-3.091760321740942e-17,0.5721233119950223,0.39769540974105144,0.10865987349531504,1.6765872788282745,3.0,0.014914243025163967,0.0011128506715983757,4.685630190748138,4.685630190748141,4.084431170814462,3.0,3.0,HAC,mid,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,0.00040485200976019496,True,False
no_intercept_csad,market_return_sq,-2.434843365381846,-1.558767138911501,0.3928615627868483,0.2515068126846507,-6.197713383080185,5.728934190817347e-10,-3.20483787935419,-1.6648488514095021,,,79,0.7637693738396101,-290.6723229236104,-283.56397936620937,0.1081998743620086,0.03700835936393608,0.014352153039609758,-0.4352750558329114,0.031901969110160966,0.30014536305192413,1.67247218183026,3.0,0.31328844625408214,0.7983031474112064,4.866363905906412,4.866363905906412,4.773111329804621,3.0,3.0,HAC,mid,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,2.578020385867806e-09,True,False
scsad,market_return_cu,-5.1856589937699535,-0.554636649671269,1.402065468418214,0.1499591266910356,-3.698585487324158,0.0002168043309038928,-7.933656815836933,-2.437661171702974,0.007221269472710783,0.2120849331168504,79,0.7306271555979219,-281.54133902934416,-272.0635476194761,0.1184209706996352,0.03871691657543646,-6.587557503709394e-18,0.1390771337948979,-0.5756458042363803,0.4748674905019863,1.938000113407875,3.0,0.7194150972243416,0.24973065941686243,5.912020411241778,5.912020411241778,4.726876799569164,4.0,4.0,HAC,mid,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,0.00040485200976019496,True,False
standard_csad,market_return_sq,0.46861540671511404,0.25276491673521456,0.5190940544496575,0.2799924278428142,0.902756259098246,0.3666552705580911,-0.5487902445950885,1.4860210580253166,0.08810616810424607,5.082026229803935e-05,35,0.22310330606308337,-105.12040586548534,-100.4543616810171,0.085657564109318,0.04947078910379278,-2.1213189934802097e-17,0.6648494155707344,-0.5467092457625324,0.2283369340623955,0.9947690945130439,3.0,0.00039577590011259775,0.9432509310885819,7.196890652972713,7.196890652972713,5.172057587211287,3.0,3.0,HAC,high,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,0.4124871793778525,False,False
no_intercept_csad,market_return_sq,-1.8956435496863584,-1.0224849143455723,0.5920207584562407,0.3193281218935304,-3.201988313094726,0.0013648253513330732,-3.0559829143606767,-0.7353041850120401,,,35,0.7225679893932171,-86.41826391312239,-81.75221972865415,0.14616037064808798,0.06462205962320738,0.020373280942057065,0.6822666063166436,0.9083454602746985,0.21870516040693372,1.5756811294359103,3.0,0.39928295649419276,0.17716221158997783,7.590858156546601,7.590858156546601,6.812328896357858,3.0,3.0,HAC,high,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,0.00204723802699961,True,False
scsad,market_return_cu,-3.404647389734296,-0.3614273274240677,2.319077277312523,0.24618640536938582,-1.4681043288388356,0.14207588592044845,-7.949955330632049,1.1406605511634567,0.014420230374353167,0.28709944888738914,35,0.689509516355092,-83.62856459825113,-77.40717235229347,0.14949564852347572,0.06535521588616992,1.0903976134711359e-17,0.42475474957137577,1.004719101910248,0.4321434260088779,2.0878747974428267,3.0,0.3106578718515545,0.6457639830125974,8.681496011123661,8.681496011123661,5.862947752390893,4.0,4.0,HAC,high,estimated,cmc_fixed62_historical_current,coinmarketcap,historical,fixed_survivor_62,contemporaneous_size,weekly,baseline,0.18266899618343374,False,False
standard_csad,market_return_sq,-0.1495173361302122,-0.02877185817948117,0.3830216566860157,0.07370546500535977,-0.3903626166307874,0.6962684270789352,-0.9002259885336682,0.6011913162732437,0.021000898469569464,2.8370411409049138e-233,1141,0.21796149928148267,-7082.603083569991,-7067.484102520405,0.1338761811609869,0.010832004594793094,-3.4153223632202447e-16,1.746440171854958,5.962521096935598,0.0,1.1477005067350827,6.0,5.090970122058547e-169,1.7843872633045459e-09,5.193714892004647,5.193714892004647,4.326828502190344,3.0,3.0,HAC,low,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,0.6962684270789352,False,False
no_intercept_csad,market_return_sq,-7.410410465547156,-1.425997041445305,0.6834703417683894,0.13152128209477962,-10.842329231687941,2.168778037095604e-27,-8.74998771991448,-6.070833211179831,,,1141,0.6672799056258478,-6093.458525448716,-6078.339544399129,0.3185646920210471,0.01670921308579729,0.007701855387415622,0.06295309645587478,0.6560832290924141,3.180138048052647e-05,1.3299814241827312,6.0,5.282460221973707e-13,1.1743328899482907e-15,4.172884794579762,4.172884794579762,4.497024248979782,3.0,3.0,HAC,low,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,1.9519002333860437e-26,True,False
scsad,market_return_cu,-33.752077123733024,-0.35760242039326623,4.494860620931391,0.04762293684868386,-7.509037536460736,5.956364650231212e-14,-42.5618420562859,-24.942312191180154,-8.52980142405694e-05,0.8804126042508046,1141,0.6302603706919814,-5972.24700198004,-5952.088360580592,0.35364918957063185,0.017605303299538452,-2.2048776282213889e-16,0.04601004459146527,0.16240506378201358,0.45725577778860804,2.049882544544068,6.0,0.72802569822039,0.0001795486585822197,2.2136122112641647,2.2136122112641647,2.625813415089597,4.0,4.0,HAC,low,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,2.680364092604045e-13,True,False
standard_csad,market_return_sq,-0.09582713779547007,-0.06505561809276894,0.09047197235816783,0.06142007595379462,-1.0591914302045033,0.28951260712038807,-0.2731489452277823,0.08149466963684217,0.024226081718270467,1.9631482397717555e-93,525,0.14378697141714114,-2994.274547426135,-2981.48435263836,0.10133864340623117,0.013893379266414643,7.612957883143931e-18,2.3400706904365447,9.689819844354428,0.0,0.9764269687580521,5.0,8.476746518516827e-92,0.0017449947567042582,2.5917677040337583,2.5917677040337583,2.871549566011022,3.0,3.0,HAC,mid,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,0.32570168301043656,False,False
no_intercept_csad,market_return_sq,-1.3901459554498756,-0.9437494059770365,0.19478278577581024,0.13223513520275207,-7.136903550860477,9.545677350157526e-13,-1.7719132003788445,-1.0083787105209068,,,525,0.5928628817540289,-2555.6685247764926,-2542.8783299887177,0.233669531011358,0.021097033463831245,0.010404420528225267,0.145566632632464,1.8615402375169152,4.4610827051569255e-17,1.1451086373609667,5.0,2.3528512560460604e-20,0.2678858291202045,2.5489947822249173,2.5489947822249173,3.335553840606523,3.0,3.0,HAC,mid,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,2.863703205047258e-12,True,False
scsad,market_return_cu,-3.420531737083738,-0.49292137765694394,1.4218123654477164,0.20489262015843396,-2.4057546693277225,0.016139098751202667,-6.207232766134964,-0.6338307080325123,0.0023865974581499675,0.03757766336010774,525,0.5706823419591001,-2531.6793557569845,-2514.625762706618,0.24366442906805205,0.021543507653917104,-1.5225915766287862e-17,0.13551159294671689,1.0376445270728434,5.572901624858912e-06,1.9370863894324069,5.0,0.8294868762215379,3.491174069771711e-06,18.184504965208106,18.184504965208106,9.08146465111688,4.0,4.0,HAC,mid,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,0.024208648126804,True,False
standard_csad,market_return_sq,1.921162412146443,0.5513385597313241,0.3634768102696656,0.10431121273391722,5.285515768450596,1.2535107403429975e-07,1.2087609548024,2.633563869490486,0.030061322685168677,5.182752503207164e-51,425,0.21394182288903008,-2360.257112087202,-2348.1008445804287,0.09504054484084021,0.014954090122445174,2.115954470462063e-17,1.4802485963370144,2.6321080463588586,6.267045819594622e-60,0.7936278646075721,5.0,2.5301402796611743e-120,0.24112463919622157,4.749553471362446,4.749553471362446,4.115723405140571,3.0,3.0,HAC,high,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,2.8203991657717446e-07,False,True
no_intercept_csad,market_return_sq,-2.596181029529074,-0.7450565868729048,1.2269863451384742,0.35212269408437796,-2.115900506811326,0.03435327032928675,-5.001030075522916,-0.1913319835352323,,,425,0.6279136010103614,-2020.9473743757758,-2008.7911068690025,0.21117336723836633,0.02229077188320533,0.009102578851489566,0.7099424026456385,1.7915598182502706,2.7463777135707135e-20,1.2055484074477276,5.0,5.574909258863008e-22,2.0407401277005945e-21,3.8280232330716655,3.8280232330716655,4.206238436585341,3.0,3.0,HAC,high,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,0.04416849042336868,True,False
scsad,market_return_cu,-7.917974415316399,-0.20896705244590535,2.9551200423399595,0.07798998739842788,-2.67940872176776,0.007375230825167541,-13.7099032682952,-2.126045562337599,0.0026937500520341317,0.013822605267972023,425,0.6112500633659843,-2000.6372208832408,-1984.4288642075433,0.22047011567638297,0.022776154490084476,1.1164925193524516e-15,0.06586041402691428,1.348363789651943,1.7750661646761985e-07,2.2910383327267785,5.0,0.0006117427920147117,0.012410209761305128,2.2828143953904787,2.2828143953904787,2.6537686185476432,4.0,4.0,HAC,high,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,daily,baseline,0.013275415485301572,True,False
standard_csad,market_return_sq,0.1901698922699268,0.07488074341840287,0.6162979534816607,0.24267168884148824,0.30856810605259577,0.7576500853231287,-1.0177519002998698,1.3980916848397236,0.059245790371289644,7.981831178815611e-43,158,0.19952510888000086,-689.4757194692811,-680.2879343702002,0.11337809259839036,0.026787737204675845,2.5998893614639742e-17,0.9086524945842076,0.7941735730301618,4.010668008220515e-06,1.226179647593032,4.0,9.496453143481608e-10,0.1212310345791508,8.531847621455194,8.531847621455194,5.665353844442411,3.0,3.0,HAC,low,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,weekly,baseline,0.8149579003501773,False,False
no_intercept_csad,market_return_sq,-4.734356985078972,-1.8641866302770362,0.7321611042982694,0.28829362596511876,-6.4662776502127315,1.0044644626691669e-10,-6.169366380384655,-3.29934758977329,,,158,0.7184767024918916,-550.4215651757015,-541.2337800766206,0.2733676984719406,0.041595376026482,0.0170892202612047,0.1746547977102652,-0.010969504723987278,0.6691623055332092,1.443210719657161,4.0,0.20934113358197287,0.0014798830557119268,7.439437097000032,7.533355759304728,5.855643152645266,3.0,3.0,HAC,low,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,weekly,baseline,9.040180164022501e-10,True,False
scsad,market_return_cu,-12.52918969017026,-0.4437256140459092,2.334855628302828,0.08268972479441652,-5.366151781845947,8.043426203509641e-08,-17.105422630744442,-7.952956749596077,-0.001128718790174497,0.7781344338502573,158,0.6804909381813389,-531.3249444125477,-519.0745642804397,0.30460755108781645,0.04390781129777324,-8.263432132653064e-16,0.31902820682854494,-0.06291609543882748,0.2600836888048938,2.2425769393405774,4.0,0.3288839904162392,0.4925294239853366,3.2246071038037716,3.2246071038037716,3.2924757445557487,4.0,4.0,HAC,low,estimated,cmc_fixed62_historical_lagged,coinmarketcap,historical,fixed_survivor_62,lagged_size,weekly,baseline,2.4130278610528923e-07,True,False
