symbol,bucket_start,transaction_count_quintile,zero_tick_share_quintile,liquidity_quintile,transaction_count,zero_ticks,zero_runs,sampling_weight
DOGEUSDT,2025-04-25 07:00:00+00:00,3,3,3,3277,1672,653,36.4125
SOLUSDT,2025-04-25 07:15:00+00:00,3,4,4,2945,1592,685,97.675
SOLUSDT,2025-04-25 08:15:00+00:00,4,5,4,3876,2427,740,28.9
DOGEUSDT,2025-04-25 10:00:00+00:00,3,2,3,2314,966,501,69.6875
XRPUSDT,2025-04-25 11:00:00+00:00,3,3,3,2852,1364,615,62.125
ETHUSDT,2025-04-25 12:15:00+00:00,5,1,5,15852,2642,1315,232.8125
ADAUSDT,2025-04-25 13:30:00+00:00,3,4,2,2756,1559,573,18.4375
XRPUSDT,2025-04-25 14:15:00+00:00,4,2,4,4886,2121,1031,29.925
BTCUSDT,2025-04-25 16:00:00+00:00,5,4,5,21089,11887,1851,1.4
ADAUSDT,2025-04-25 17:45:00+00:00,3,4,3,2170,1185,482,18.4375
DOGEUSDT,2025-04-25 18:00:00+00:00,3,2,3,2406,1038,560,69.6875
ADAUSDT,2025-04-25 18:30:00+00:00,5,3,5,11375,5208,2044,1.0
ETHUSDT,2025-04-25 21:15:00+00:00,4,1,4,6120,1424,559,106.55
XRPUSDT,2025-04-25 21:45:00+00:00,3,4,3,2679,1521,482,28.8375
ADAUSDT,2025-04-25 23:45:00+00:00,3,4,3,1908,1099,372,18.4375
DOGEUSDT,2025-04-26 00:45:00+00:00,5,3,4,8419,4013,1739,3.625
DOGEUSDT,2025-04-26 01:30:00+00:00,5,4,5,10789,5965,1911,1.0
DOGEUSDT,2025-04-26 01:45:00+00:00,5,3,5,9977,5337,1784,3.625
BTCUSDT,2025-04-26 02:45:00+00:00,4,1,4,5004,1449,601,46.3875
SOLUSDT,2025-04-26 05:45:00+00:00,2,4,2,1609,877,364,69.175
ADAUSDT,2025-04-26 06:15:00+00:00,1,3,1,501,268,106,39.4875
ETHUSDT,2025-04-26 06:15:00+00:00,3,2,3,2774,947,327,16.575
ADAUSDT,2025-04-26 08:45:00+00:00,2,3,2,1720,882,422,28.9875
BTCUSDT,2025-04-26 09:15:00+00:00,4,2,4,5084,1516,647,104.35
BTCUSDT,2025-04-26 10:15:00+00:00,3,1,4,3431,936,406,1.0
DOGEUSDT,2025-04-26 12:15:00+00:00,4,4,3,3743,2122,736,3.7875
DOGEUSDT,2025-04-26 15:30:00+00:00,4,5,2,3525,2212,590,1.6
BTCUSDT,2025-04-26 16:15:00+00:00,4,4,3,5612,3410,797,2.3625
ADAUSDT,2025-04-26 16:45:00+00:00,2,4,1,821,441,190,52.55
XRPUSDT,2025-04-26 20:15:00+00:00,2,4,2,1039,558,229,31.5375
ETHUSDT,2025-04-26 20:30:00+00:00,3,1,3,3468,950,385,19.05
BTCUSDT,2025-04-26 21:45:00+00:00,3,2,4,2921,1236,416,18.6125
DOGEUSDT,2025-04-26 23:30:00+00:00,2,4,2,1190,661,238,20.825
ADAUSDT,2025-04-27 01:30:00+00:00,3,4,2,2228,1282,409,18.4375
ETHUSDT,2025-04-27 02:15:00+00:00,5,3,4,12664,6253,1369,1.4625
ETHUSDT,2025-04-27 02:30:00+00:00,5,4,4,14888,8101,1542,1.0
SOLUSDT,2025-04-27 02:30:00+00:00,2,3,2,1546,749,358,16.0375
XRPUSDT,2025-04-27 02:30:00+00:00,4,5,3,3514,2481,509,7.4375
DOGEUSDT,2025-04-27 02:45:00+00:00,3,4,3,1856,997,350,10.075
ETHUSDT,2025-04-27 02:45:00+00:00,5,3,4,13824,7259,1513,1.4625
ETHUSDT,2025-04-27 03:00:00+00:00,5,4,4,11772,6579,1164,1.0
ETHUSDT,2025-04-27 03:15:00+00:00,5,4,4,10828,6174,1228,1.0
ETHUSDT,2025-04-27 03:30:00+00:00,5,4,4,10049,5619,1052,1.0
ETHUSDT,2025-04-27 03:45:00+00:00,5,3,4,13750,6956,1411,1.4625
XRPUSDT,2025-04-27 04:00:00+00:00,2,4,2,1219,671,236,31.5375
XRPUSDT,2025-04-27 04:30:00+00:00,3,5,3,2527,1711,375,12.5625
AVAXUSDT,2025-04-27 05:30:00+00:00,1,5,1,458,309,94,225.225
BTCUSDT,2025-04-27 09:45:00+00:00,3,2,3,2958,1276,430,18.6125
XRPUSDT,2025-04-27 09:45:00+00:00,2,3,2,837,410,213,75.6375
BTCUSDT,2025-04-27 10:15:00+00:00,3,2,4,3347,1352,470,18.6125
ETHUSDT,2025-04-27 12:30:00+00:00,5,1,4,8892,1914,874,232.8125
ETHUSDT,2025-04-27 18:00:00+00:00,4,1,3,3667,1027,450,106.55
SOLUSDT,2025-04-27 19:00:00+00:00,2,3,2,1617,846,371,16.0375
DOGEUSDT,2025-04-27 20:15:00+00:00,3,4,3,2430,1386,447,10.075
SOLUSDT,2025-04-27 20:15:00+00:00,2,4,2,1691,930,388,69.175
DOGEUSDT,2025-04-27 22:45:00+00:00,2,2,2,920,351,225,56.45
ADAUSDT,2025-04-27 23:45:00+00:00,2,5,1,899,611,168,40.525
XRPUSDT,2025-04-28 01:30:00+00:00,5,2,5,8378,3739,1608,11.6125
SOLUSDT,2025-04-28 04:15:00+00:00,3,4,3,2323,1281,512,97.675
ADAUSDT,2025-04-28 07:45:00+00:00,3,5,2,1806,1186,341,15.725
BTCUSDT,2025-04-28 07:45:00+00:00,4,2,4,5683,2155,797,104.35
XRPUSDT,2025-04-28 07:45:00+00:00,5,2,5,11412,5102,2267,11.6125
SOLUSDT,2025-04-28 08:15:00+00:00,3,4,3,2364,1272,538,97.675
DOGEUSDT,2025-04-28 09:00:00+00:00,3,3,2,2389,1161,556,36.4125
ADAUSDT,2025-04-28 09:15:00+00:00,2,5,2,1366,850,261,40.525
DOGEUSDT,2025-04-28 09:30:00+00:00,3,4,2,3002,1702,603,10.075
SOLUSDT,2025-04-28 10:00:00+00:00,5,2,5,21597,9288,3599,1.0
DOGEUSDT,2025-04-28 10:45:00+00:00,4,3,3,3727,1905,781,16.275
SOLUSDT,2025-04-28 10:45:00+00:00,4,4,4,4503,2555,1000,52.7875
DOGEUSDT,2025-04-28 15:00:00+00:00,4,3,3,3511,1757,780,16.275
ADAUSDT,2025-04-28 15:15:00+00:00,3,5,3,3060,2081,543,15.725
SOLUSDT,2025-04-28 15:45:00+00:00,4,4,5,4694,2713,1004,52.7875
DOGEUSDT,2025-04-28 17:45:00+00:00,3,2,3,1778,796,412,69.6875
ADAUSDT,2025-04-28 19:15:00+00:00,2,4,2,1242,754,241,52.55
XRPUSDT,2025-04-28 19:30:00+00:00,4,5,3,4172,2805,724,7.4375
DOGEUSDT,2025-04-28 21:45:00+00:00,1,2,2,712,316,139,13.8375
SOLUSDT,2025-04-28 22:15:00+00:00,3,4,3,1752,1002,396,97.675
ETHUSDT,2025-04-29 01:00:00+00:00,5,1,5,12944,1789,955,232.8125
SOLUSDT,2025-04-29 01:30:00+00:00,3,3,4,2411,1217,550,43.7
XRPUSDT,2025-04-29 02:45:00+00:00,4,5,3,3846,2388,731,7.4375
XRPUSDT,2025-04-29 03:30:00+00:00,2,4,2,1464,837,301,31.5375
BTCUSDT,2025-04-29 07:15:00+00:00,4,1,4,5015,1365,556,46.3875
ETHUSDT,2025-04-29 09:45:00+00:00,4,1,4,6827,1681,778,106.55
XRPUSDT,2025-04-29 14:15:00+00:00,3,3,3,2749,1414,566,62.125
ETHUSDT,2025-04-29 19:15:00+00:00,4,1,4,5586,1392,617,106.55
DOGEUSDT,2025-04-29 20:15:00+00:00,2,4,2,1215,687,226,20.825
DOGEUSDT,2025-04-29 21:00:00+00:00,4,5,3,3919,2522,671,1.6
DOGEUSDT,2025-04-29 21:15:00+00:00,4,4,3,4297,2361,839,3.7875
ADAUSDT,2025-04-29 21:30:00+00:00,2,5,2,1734,1236,276,40.525
DOGEUSDT,2025-04-29 22:00:00+00:00,3,3,3,3237,1631,652,36.4125
DOGEUSDT,2025-04-29 23:00:00+00:00,4,5,4,7004,4670,1072,1.6
ADAUSDT,2025-04-29 23:15:00+00:00,3,5,2,2076,1590,300,15.725
DOGEUSDT,2025-04-29 23:45:00+00:00,3,4,3,1938,1127,359,10.075
ADAUSDT,2025-04-30 03:15:00+00:00,2,5,1,838,526,178,40.525
XRPUSDT,2025-04-30 03:30:00+00:00,2,3,2,1533,771,336,75.6375
DOGEUSDT,2025-04-30 06:00:00+00:00,2,4,1,1010,558,220,20.825
XRPUSDT,2025-04-30 07:45:00+00:00,4,3,4,4802,2567,932,32.2375
ADAUSDT,2025-04-30 08:45:00+00:00,1,3,1,572,300,121,39.4875
XRPUSDT,2025-04-30 12:00:00+00:00,3,5,3,2391,1550,433,12.5625
XRPUSDT,2025-04-30 13:00:00+00:00,5,4,4,8445,4591,1718,4.1125
DOGEUSDT,2025-04-30 13:15:00+00:00,5,3,4,7658,3609,1450,3.625
SOLUSDT,2025-04-30 14:00:00+00:00,5,3,5,7735,3932,1780,8.2125
ADAUSDT,2025-04-30 14:15:00+00:00,4,5,3,6035,4512,926,4.225
ADAUSDT,2025-04-30 14:30:00+00:00,4,5,3,5459,4188,746,4.225
DOGEUSDT,2025-04-30 15:00:00+00:00,4,4,2,4638,2653,935,3.7875
XRPUSDT,2025-04-30 16:00:00+00:00,3,3,3,3413,1577,758,62.125
DOGEUSDT,2025-04-30 21:15:00+00:00,1,3,1,558,262,123,47.5125
DOGEUSDT,2025-04-30 23:45:00+00:00,1,2,1,621,268,142,13.8375
DOGEUSDT,2025-05-01 01:45:00+00:00,2,2,2,1424,616,314,56.45
ADAUSDT,2025-05-01 05:00:00+00:00,1,4,1,490,278,114,104.5375
ETHUSDT,2025-05-01 05:15:00+00:00,3,1,3,3305,808,358,19.05
ADAUSDT,2025-05-01 05:30:00+00:00,2,4,1,850,506,190,52.55
ETHUSDT,2025-05-01 08:30:00+00:00,4,1,5,6806,1761,697,106.55
SOLUSDT,2025-05-01 10:45:00+00:00,3,4,4,3307,1875,705,97.675
BTCUSDT,2025-05-01 12:15:00+00:00,5,3,5,11693,5965,997,3.325
DOGEUSDT,2025-05-01 13:30:00+00:00,4,3,3,5561,2666,1085,16.275
SOLUSDT,2025-05-01 13:30:00+00:00,4,4,4,5530,2984,1272,52.7875
XRPUSDT,2025-05-01 16:00:00+00:00,3,4,3,2705,1495,560,28.8375
DOGEUSDT,2025-05-01 19:15:00+00:00,3,4,2,1817,1055,394,10.075
DOGEUSDT,2025-05-01 21:00:00+00:00,2,4,2,1412,779,280,20.825
DOGEUSDT,2025-05-01 23:00:00+00:00,3,4,3,2303,1421,421,10.075
ADAUSDT,2025-05-02 00:15:00+00:00,2,5,2,1140,718,244,40.525
BTCUSDT,2025-05-02 01:30:00+00:00,5,2,5,10968,3989,1129,57.2
BTCUSDT,2025-05-02 03:00:00+00:00,5,2,5,7688,2272,825,57.2
AVAXUSDT,2025-05-02 04:45:00+00:00,1,4,1,252,150,59,15.825
ADAUSDT,2025-05-02 07:45:00+00:00,2,4,1,1004,607,216,52.55
ETHUSDT,2025-05-02 09:30:00+00:00,4,2,4,4073,1318,507,26.225
DOGEUSDT,2025-05-02 13:00:00+00:00,3,3,2,2427,1184,476,36.4125
XRPUSDT,2025-05-02 14:30:00+00:00,4,3,4,4581,2398,865,32.2375
SOLUSDT,2025-05-02 15:45:00+00:00,3,3,3,2018,1038,467,43.7
ADAUSDT,2025-05-02 16:15:00+00:00,2,4,2,1027,562,241,52.55
ETHUSDT,2025-05-02 17:30:00+00:00,4,1,3,6628,1365,540,106.55
XRPUSDT,2025-05-03 01:45:00+00:00,2,3,2,917,467,202,75.6375
ETHUSDT,2025-05-03 02:45:00+00:00,4,4,2,4161,2256,420,1.0
ETHUSDT,2025-05-03 03:45:00+00:00,4,3,3,4339,2171,474,1.0
BTCUSDT,2025-05-03 08:45:00+00:00,4,3,4,3754,1688,612,14.5875
SOLUSDT,2025-05-03 08:45:00+00:00,2,5,3,1304,878,234,21.8625
ETHUSDT,2025-05-03 09:00:00+00:00,3,2,3,2801,1002,329,16.575
BTCUSDT,2025-05-03 13:30:00+00:00,4,4,5,7434,4007,652,2.3625
ADAUSDT,2025-05-03 14:30:00+00:00,4,5,3,4006,2620,776,4.225
BTCUSDT,2025-05-03 15:15:00+00:00,3,3,3,3458,1557,630,11.4125
DOGEUSDT,2025-05-03 15:30:00+00:00,2,4,1,886,547,163,20.825
ETHUSDT,2025-05-03 15:30:00+00:00,3,2,3,2815,1149,363,16.575
ADAUSDT,2025-05-03 15:45:00+00:00,4,5,4,3898,2787,573,4.225
AVAXUSDT,2025-05-03 17:00:00+00:00,2,5,2,1149,841,182,51.5625
AVAXUSDT,2025-05-03 17:30:00+00:00,1,3,1,208,105,50,1.0
ETHUSDT,2025-05-03 18:00:00+00:00,3,1,3,3343,769,355,19.05
BTCUSDT,2025-05-03 19:15:00+00:00,3,2,3,2872,1172,486,18.6125
XRPUSDT,2025-05-03 19:30:00+00:00,2,4,2,1131,639,192,31.5375
BTCUSDT,2025-05-03 19:45:00+00:00,4,2,4,4166,1382,566,104.35
DOGEUSDT,2025-05-03 20:30:00+00:00,1,2,1,577,255,129,13.8375
SOLUSDT,2025-05-03 22:00:00+00:00,2,4,2,1402,759,310,69.175
ETHUSDT,2025-05-03 22:30:00+00:00,3,2,3,2796,1126,391,16.575
XRPUSDT,2025-05-03 22:45:00+00:00,1,3,1,783,396,173,17.675
BTCUSDT,2025-05-03 23:15:00+00:00,4,1,5,6243,1344,559,46.3875
XRPUSDT,2025-05-03 23:45:00+00:00,2,4,1,1031,585,198,31.5375
ETHUSDT,2025-05-04 01:15:00+00:00,4,2,3,3970,1250,401,26.225
AVAXUSDT,2025-05-04 01:30:00+00:00,1,4,1,249,152,54,15.825
ADAUSDT,2025-05-04 01:45:00+00:00,2,4,2,1609,891,337,52.55
XRPUSDT,2025-05-04 02:00:00+00:00,4,4,3,3648,2076,695,14.8625
AVAXUSDT,2025-05-04 05:45:00+00:00,1,3,1,200,103,51,1.0
BTCUSDT,2025-05-04 06:45:00+00:00,4,4,3,5298,3148,602,2.3625
ADAUSDT,2025-05-04 09:45:00+00:00,2,4,1,863,533,185,52.55
BTCUSDT,2025-05-04 09:45:00+00:00,4,2,4,4600,1557,617,104.35
AVAXUSDT,2025-05-04 11:00:00+00:00,1,4,1,217,129,49,15.825
DOGEUSDT,2025-05-04 11:15:00+00:00,2,4,3,1645,929,336,20.825
XRPUSDT,2025-05-04 11:30:00+00:00,2,3,2,1004,471,228,75.6375
ETHUSDT,2025-05-04 13:00:00+00:00,3,1,4,3419,702,307,19.05
SOLUSDT,2025-05-04 14:30:00+00:00,3,5,3,2453,1639,425,40.7625
ETHUSDT,2025-05-04 17:00:00+00:00,4,1,3,4080,934,434,106.55
XRPUSDT,2025-05-04 17:45:00+00:00,2,4,2,1465,798,282,31.5375
ETHUSDT,2025-05-04 18:15:00+00:00,3,1,3,3437,747,427,19.05
ETHUSDT,2025-05-04 19:00:00+00:00,3,1,3,3251,808,401,19.05
ETHUSDT,2025-05-04 20:00:00+00:00,2,2,2,1659,607,254,3.9875
AVAXUSDT,2025-05-04 20:15:00+00:00,1,4,1,206,123,48,15.825
BTCUSDT,2025-05-04 21:45:00+00:00,3,2,3,3297,1273,509,18.6125
ETHUSDT,2025-05-04 21:45:00+00:00,2,2,2,1389,497,202,3.9875
XRPUSDT,2025-05-04 23:00:00+00:00,3,4,3,3023,1769,566,28.8375
XRPUSDT,2025-05-05 01:30:00+00:00,5,5,5,10173,6474,1673,1.5875
AVAXUSDT,2025-05-05 07:15:00+00:00,1,5,1,343,265,48,225.225
SOLUSDT,2025-05-05 10:45:00+00:00,3,4,3,2748,1696,556,97.675
DOGEUSDT,2025-05-05 13:30:00+00:00,4,3,3,4992,2628,978,16.275
DOGEUSDT,2025-05-05 14:45:00+00:00,2,3,2,1647,792,376,66.0875
ETHUSDT,2025-05-05 17:15:00+00:00,4,2,4,5724,1736,561,26.225
XRPUSDT,2025-05-05 19:00:00+00:00,3,2,3,1953,831,430,48.225
ADAUSDT,2025-05-05 19:30:00+00:00,2,4,1,848,505,171,52.55
ETHUSDT,2025-05-06 00:30:00+00:00,4,1,3,4635,951,458,106.55
ETHUSDT,2025-05-06 03:00:00+00:00,4,1,3,4779,867,419,106.55
XRPUSDT,2025-05-06 04:00:00+00:00,2,4,2,1394,752,274,31.5375
ETHUSDT,2025-05-06 06:15:00+00:00,3,2,3,3306,1112,402,16.575
ETHUSDT,2025-05-06 07:45:00+00:00,4,2,3,4551,1541,551,26.225
ETHUSDT,2025-05-06 10:30:00+00:00,4,1,4,6565,1759,717,106.55
SOLUSDT,2025-05-06 12:15:00+00:00,3,4,3,2499,1415,559,97.675
DOGEUSDT,2025-05-06 15:15:00+00:00,3,3,2,2101,953,453,36.4125
ADAUSDT,2025-05-06 20:30:00+00:00,2,4,1,933,536,188,52.55
BTCUSDT,2025-05-06 21:45:00+00:00,4,3,4,3696,1729,483,14.5875
DOGEUSDT,2025-05-06 23:30:00+00:00,2,3,1,1115,506,242,66.0875
DOGEUSDT,2025-05-06 23:45:00+00:00,2,3,2,1460,700,315,66.0875
XRPUSDT,2025-05-07 00:45:00+00:00,3,3,3,2010,1041,441,62.125
SOLUSDT,2025-05-07 01:00:00+00:00,4,4,4,4145,2488,823,52.7875
DOGEUSDT,2025-05-07 04:15:00+00:00,3,4,3,1768,988,302,10.075
ETHUSDT,2025-05-07 04:30:00+00:00,4,4,4,6198,3751,571,1.0
ETHUSDT,2025-05-07 05:15:00+00:00,4,4,3,6913,4006,565,1.0
ETHUSDT,2025-05-07 05:45:00+00:00,4,4,3,6585,3892,737,1.0
DOGEUSDT,2025-05-07 06:00:00+00:00,2,3,1,908,433,210,66.0875
ETHUSDT,2025-05-07 06:00:00+00:00,4,3,4,7453,3351,802,1.0
XRPUSDT,2025-05-07 06:00:00+00:00,3,5,2,1916,1307,306,12.5625
DOGEUSDT,2025-05-07 06:45:00+00:00,1,2,1,684,281,155,13.8375
ETHUSDT,2025-05-07 07:00:00+00:00,4,2,4,3885,1199,403,26.225
BTCUSDT,2025-05-07 09:45:00+00:00,4,3,4,3807,1742,642,14.5875
XRPUSDT,2025-05-07 16:15:00+00:00,3,4,3,2770,1541,581,28.8375
AVAXUSDT,2025-05-07 17:15:00+00:00,1,5,1,419,279,93,225.225
XRPUSDT,2025-05-07 19:00:00+00:00,3,2,3,2793,1192,556,48.225
ADAUSDT,2025-05-07 19:30:00+00:00,2,2,2,1324,578,289,3.1375
ADAUSDT,2025-05-07 20:45:00+00:00,1,2,1,593,259,141,2.95
XRPUSDT,2025-05-07 20:45:00+00:00,2,2,2,1569,687,341,29.175
ADAUSDT,2025-05-07 21:30:00+00:00,2,4,1,861,482,193,52.55
XRPUSDT,2025-05-08 00:30:00+00:00,2,4,2,1422,777,302,31.5375
XRPUSDT,2025-05-08 02:00:00+00:00,3,5,3,3312,2113,549,12.5625
BTCUSDT,2025-05-08 04:15:00+00:00,5,1,5,13207,3424,1327,173.075
DOGEUSDT,2025-05-08 04:15:00+00:00,4,4,4,6709,3601,1239,3.7875
XRPUSDT,2025-05-08 04:45:00+00:00,4,5,4,4312,2775,733,7.4375
XRPUSDT,2025-05-08 05:30:00+00:00,4,5,3,3924,3035,482,7.4375
ADAUSDT,2025-05-08 06:30:00+00:00,3,5,3,2671,1939,403,15.725
AVAXUSDT,2025-05-08 10:45:00+00:00,2,5,1,871,687,119,51.5625
DOGEUSDT,2025-05-08 10:45:00+00:00,4,4,4,4037,2216,741,3.7875
ETHUSDT,2025-05-08 11:00:00+00:00,5,1,5,14947,3286,1350,232.8125
XRPUSDT,2025-05-08 11:00:00+00:00,3,4,3,3008,1623,684,28.8375
XRPUSDT,2025-05-08 11:45:00+00:00,3,4,3,2196,1328,423,28.8375
DOGEUSDT,2025-05-08 12:00:00+00:00,3,4,3,2391,1294,450,10.075
XRPUSDT,2025-05-08 12:00:00+00:00,4,4,4,3488,1868,746,14.8625
ADAUSDT,2025-05-08 12:15:00+00:00,2,4,2,1250,756,291,52.55
DOGEUSDT,2025-05-08 14:30:00+00:00,4,3,4,6107,2929,1187,16.275
DOGEUSDT,2025-05-08 15:15:00+00:00,5,3,4,11966,5477,2255,3.625
SOLUSDT,2025-05-08 16:30:00+00:00,4,4,4,6090,3668,1211,52.7875
SOLUSDT,2025-05-08 17:15:00+00:00,4,4,4,4122,2447,877,52.7875
ADAUSDT,2025-05-08 20:45:00+00:00,4,5,4,7423,4792,1404,4.225
DOGEUSDT,2025-05-08 21:00:00+00:00,4,2,4,7195,2942,1361,44.2
ADAUSDT,2025-05-08 21:15:00+00:00,4,4,4,6262,3527,1235,6.0125
AVAXUSDT,2025-05-08 22:00:00+00:00,2,5,2,912,622,179,51.5625
AVAXUSDT,2025-05-09 00:00:00+00:00,3,5,3,1982,1501,324,11.7
ETHUSDT,2025-05-09 00:30:00+00:00,5,1,5,22870,5265,2084,232.8125
SOLUSDT,2025-05-09 02:45:00+00:00,3,3,4,2570,1355,613,43.7
ADAUSDT,2025-05-09 03:45:00+00:00,4,5,3,4470,2857,795,4.225
ETHUSDT,2025-05-09 05:45:00+00:00,5,2,5,9262,3107,814,22.9625
ADAUSDT,2025-05-09 06:15:00+00:00,3,4,2,1955,1167,402,18.4375
SOLUSDT,2025-05-09 07:00:00+00:00,4,4,5,7164,4154,1420,52.7875
ADAUSDT,2025-05-09 08:15:00+00:00,5,4,4,8001,4526,1658,1.275
SOLUSDT,2025-05-09 08:15:00+00:00,5,4,5,12017,6871,2346,14.5375
ADAUSDT,2025-05-09 08:30:00+00:00,5,4,5,21374,11628,4282,1.275
DOGEUSDT,2025-05-09 08:30:00+00:00,5,2,5,41016,14820,6626,17.275
ADAUSDT,2025-05-09 08:45:00+00:00,4,3,4,7559,3705,1663,3.025
ADAUSDT,2025-05-09 09:00:00+00:00,5,3,4,7711,3684,1592,1.0
ADAUSDT,2025-05-09 09:15:00+00:00,4,3,4,6038,3171,1310,3.025
ADAUSDT,2025-05-09 09:30:00+00:00,3,3,3,3227,1570,734,10.725
ADAUSDT,2025-05-09 10:30:00+00:00,3,3,3,2911,1543,654,10.725
XRPUSDT,2025-05-09 11:00:00+00:00,5,3,5,12168,5510,2472,12.4625
ADAUSDT,2025-05-09 11:15:00+00:00,5,3,4,11929,6092,2419,1.0
AVAXUSDT,2025-05-09 11:15:00+00:00,4,5,4,5285,4042,775,3.15
ADAUSDT,2025-05-09 11:30:00+00:00,4,2,3,4379,1903,912,1.0
DOGEUSDT,2025-05-09 11:30:00+00:00,5,2,4,10380,3562,1868,17.275
ADAUSDT,2025-05-09 11:45:00+00:00,3,3,2,1980,993,463,10.725
SOLUSDT,2025-05-09 11:45:00+00:00,5,3,5,7727,4028,1677,8.2125
ADAUSDT,2025-05-09 12:00:00+00:00,3,2,3,3031,1348,648,1.2
ADAUSDT,2025-05-09 15:30:00+00:00,3,3,2,2685,1236,601,10.725
SOLUSDT,2025-05-09 18:15:00+00:00,3,3,4,3276,1673,708,43.7
DOGEUSDT,2025-05-09 21:15:00+00:00,2,2,2,1575,699,300,56.45
ADAUSDT,2025-05-10 01:00:00+00:00,2,2,2,1466,634,310,3.1375
SOLUSDT,2025-05-10 01:30:00+00:00,3,4,3,2775,1509,608,97.675
ADAUSDT,2025-05-10 02:15:00+00:00,2,2,1,901,376,197,3.1375
AVAXUSDT,2025-05-10 03:00:00+00:00,2,5,3,1100,842,177,51.5625
DOGEUSDT,2025-05-10 07:15:00+00:00,5,2,4,7904,3018,1343,17.275
ADAUSDT,2025-05-10 07:30:00+00:00,3,2,3,2489,1112,525,1.2
DOGEUSDT,2025-05-10 07:30:00+00:00,4,2,4,6817,2589,1158,44.2
BTCUSDT,2025-05-10 11:30:00+00:00,5,2,5,9000,2916,844,57.2
XRPUSDT,2025-05-10 15:15:00+00:00,4,3,4,3676,1681,759,32.2375
XRPUSDT,2025-05-10 15:45:00+00:00,3,2,3,3301,1298,703,48.225
DOGEUSDT,2025-05-10 16:30:00+00:00,5,2,4,8942,3500,1539,17.275
ADAUSDT,2025-05-10 17:15:00+00:00,5,4,4,8006,4681,1522,1.275
DOGEUSDT,2025-05-10 17:30:00+00:00,5,2,5,16955,5551,2682,17.275
XRPUSDT,2025-05-10 18:00:00+00:00,4,2,4,4891,2048,1020,29.925
XRPUSDT,2025-05-10 19:45:00+00:00,3,3,3,2164,1004,475,62.125
AVAXUSDT,2025-05-10 20:30:00+00:00,2,5,2,946,669,174,51.5625
ADAUSDT,2025-05-10 22:00:00+00:00,3,2,2,1769,769,409,1.2
DOGEUSDT,2025-05-10 22:15:00+00:00,4,1,4,6700,1918,1069,1.375
AVAXUSDT,2025-05-10 23:15:00+00:00,3,5,3,1925,1341,387,11.7
DOGEUSDT,2025-05-10 23:15:00+00:00,5,1,5,15327,4364,2318,1.0
DOGEUSDT,2025-05-10 23:45:00+00:00,5,2,5,9721,3511,1443,17.275
ADAUSDT,2025-05-11 00:15:00+00:00,5,3,4,9628,4845,1874,1.0
XRPUSDT,2025-05-11 00:15:00+00:00,5,3,5,21015,10121,3697,12.4625
ADAUSDT,2025-05-11 01:30:00+00:00,2,2,2,1743,648,374,3.1375
ADAUSDT,2025-05-11 02:00:00+00:00,3,2,2,2107,761,408,1.2
SOLUSDT,2025-05-11 02:00:00+00:00,4,2,4,6416,2766,1343,1.275
AVAXUSDT,2025-05-11 12:45:00+00:00,1,5,1,446,320,82,225.225
XRPUSDT,2025-05-11 13:15:00+00:00,4,3,4,3677,1935,734,32.2375
ADAUSDT,2025-05-11 13:30:00+00:00,3,4,3,3030,1802,602,18.4375
AVAXUSDT,2025-05-11 13:30:00+00:00,2,5,2,1204,876,223,51.5625
SOLUSDT,2025-05-11 14:15:00+00:00,4,3,4,4299,2161,952,26.9375
ADAUSDT,2025-05-11 15:15:00+00:00,2,3,2,1049,546,257,28.9875
AVAXUSDT,2025-05-11 15:45:00+00:00,2,5,2,1444,1081,258,51.5625
ADAUSDT,2025-05-11 16:15:00+00:00,3,2,2,1939,854,453,1.2
ADAUSDT,2025-05-11 17:00:00+00:00,2,3,2,1132,563,256,28.9875
ADAUSDT,2025-05-11 19:15:00+00:00,2,3,2,1032,515,249,28.9875
XRPUSDT,2025-05-11 19:30:00+00:00,3,3,3,2734,1406,549,62.125
BTCUSDT,2025-05-11 22:30:00+00:00,5,1,5,14921,2683,975,173.075
SOLUSDT,2025-05-11 22:45:00+00:00,2,3,3,1662,818,379,16.0375
ADAUSDT,2025-05-12 00:00:00+00:00,2,2,2,1230,550,288,3.1375
DOGEUSDT,2025-05-12 00:45:00+00:00,5,2,4,9688,3974,1766,17.275
BTCUSDT,2025-05-12 01:00:00+00:00,5,2,5,33937,11688,2302,57.2
DOGEUSDT,2025-05-12 01:15:00+00:00,5,2,4,12566,5026,2148,17.275
SOLUSDT,2025-05-12 02:30:00+00:00,4,3,4,4202,1951,932,26.9375
ADAUSDT,2025-05-12 02:45:00+00:00,2,3,2,1514,706,321,28.9875
SOLUSDT,2025-05-12 04:30:00+00:00,4,4,4,4461,2477,891,52.7875
ADAUSDT,2025-05-12 06:15:00+00:00,2,2,2,1280,565,292,3.1375
ADAUSDT,2025-05-12 06:30:00+00:00,2,2,1,1096,461,236,3.1375
ADAUSDT,2025-05-12 07:00:00+00:00,5,3,4,8997,4696,1785,1.0
AVAXUSDT,2025-05-12 07:00:00+00:00,4,5,4,5909,4403,982,3.15
XRPUSDT,2025-05-12 07:00:00+00:00,5,3,5,21157,9680,3704,12.4625
ADAUSDT,2025-05-12 07:30:00+00:00,5,3,4,8103,4279,1598,1.0
AVAXUSDT,2025-05-12 07:30:00+00:00,4,5,4,4677,3550,769,3.15
