symbol,bucket_start,transaction_count_quintile,zero_tick_share_quintile,liquidity_quintile,transaction_count,zero_ticks,zero_runs,sampling_weight
DOGEUSDT,2026-02-14 22:45:00+00:00,4,3,4,3910,1821,705,16.275
DOGEUSDT,2026-02-14 23:15:00+00:00,4,4,4,5106,2781,1032,3.7875
BTCUSDT,2026-02-14 23:30:00+00:00,4,1,4,5388,1190,502,46.3875
DOGEUSDT,2026-02-15 01:45:00+00:00,4,3,3,4007,1861,844,16.275
DOGEUSDT,2026-02-15 02:00:00+00:00,5,3,4,8351,4313,1713,3.625
DOGEUSDT,2026-02-15 02:30:00+00:00,5,5,3,8855,5975,1476,1.0
DOGEUSDT,2026-02-15 02:45:00+00:00,4,4,3,4141,2507,845,3.7875
DOGEUSDT,2026-02-15 03:00:00+00:00,5,4,4,13703,8370,2443,1.0
ADAUSDT,2026-02-15 03:15:00+00:00,1,5,1,527,352,103,81.6375
DOGEUSDT,2026-02-15 03:15:00+00:00,4,4,4,6604,3732,1397,3.7875
XRPUSDT,2026-02-15 03:15:00+00:00,3,2,2,1859,773,420,48.225
DOGEUSDT,2026-02-15 04:30:00+00:00,4,3,3,4083,1981,836,16.275
XRPUSDT,2026-02-15 05:30:00+00:00,5,3,4,8054,3943,1665,12.4625
XRPUSDT,2026-02-15 06:45:00+00:00,3,2,3,2518,1093,573,48.225
ETHUSDT,2026-02-15 07:15:00+00:00,5,3,5,23254,10952,1754,1.4625
BTCUSDT,2026-02-15 07:45:00+00:00,5,3,5,15350,7793,1296,3.325
XRPUSDT,2026-02-15 07:45:00+00:00,5,3,5,12431,6308,2313,12.4625
XRPUSDT,2026-02-15 12:00:00+00:00,5,4,4,9875,5363,1882,4.1125
ADAUSDT,2026-02-15 12:30:00+00:00,1,5,1,551,352,113,81.6375
DOGEUSDT,2026-02-15 12:45:00+00:00,5,3,4,10023,4854,2025,3.625
XRPUSDT,2026-02-15 12:45:00+00:00,5,4,5,12842,7046,2540,4.1125
DOGEUSDT,2026-02-15 13:00:00+00:00,4,4,3,5953,3232,1174,3.7875
XRPUSDT,2026-02-15 14:15:00+00:00,4,5,4,5899,3732,965,7.4375
XRPUSDT,2026-02-15 19:00:00+00:00,5,5,4,9065,5710,1567,1.5875
XRPUSDT,2026-02-15 20:00:00+00:00,5,5,3,8773,6417,1112,1.5875
DOGEUSDT,2026-02-15 22:15:00+00:00,2,3,2,1013,463,233,66.0875
BTCUSDT,2026-02-15 22:45:00+00:00,5,1,4,8566,2091,589,173.075
DOGEUSDT,2026-02-15 23:00:00+00:00,4,3,3,3496,1810,727,16.275
SOLUSDT,2026-02-16 00:00:00+00:00,2,4,3,1735,957,424,69.175
XRPUSDT,2026-02-16 02:00:00+00:00,3,2,2,1850,815,429,48.225
SOLUSDT,2026-02-16 02:45:00+00:00,3,5,4,2193,1572,351,40.7625
DOGEUSDT,2026-02-16 04:00:00+00:00,2,3,2,1323,648,307,66.0875
ADAUSDT,2026-02-16 05:45:00+00:00,1,4,1,327,193,70,104.5375
DOGEUSDT,2026-02-16 05:45:00+00:00,2,4,2,936,529,201,20.825
SOLUSDT,2026-02-16 05:45:00+00:00,3,5,4,1855,1312,279,40.7625
BTCUSDT,2026-02-16 06:15:00+00:00,4,1,4,7477,2095,731,46.3875
ADAUSDT,2026-02-16 07:30:00+00:00,1,5,1,344,216,75,81.6375
XRPUSDT,2026-02-16 07:30:00+00:00,3,4,2,1890,1058,374,28.8375
SOLUSDT,2026-02-16 09:15:00+00:00,3,5,4,2608,1901,381,40.7625
DOGEUSDT,2026-02-16 09:45:00+00:00,3,5,2,2035,1462,301,2.925
XRPUSDT,2026-02-16 12:30:00+00:00,4,3,4,4045,1933,845,32.2375
ADAUSDT,2026-02-16 17:00:00+00:00,1,5,1,351,218,74,81.6375
ETHUSDT,2026-02-16 17:15:00+00:00,5,1,4,10021,2303,1074,232.8125
ADAUSDT,2026-02-16 18:45:00+00:00,1,4,1,207,127,53,104.5375
XRPUSDT,2026-02-16 19:00:00+00:00,3,4,3,1805,1088,370,28.8375
ADAUSDT,2026-02-16 21:00:00+00:00,1,5,1,286,179,64,81.6375
ETHUSDT,2026-02-16 22:30:00+00:00,5,2,4,7835,2313,687,22.9625
BTCUSDT,2026-02-17 00:30:00+00:00,5,4,5,13749,7434,791,1.4
ETHUSDT,2026-02-17 00:30:00+00:00,4,2,4,6778,2109,532,26.225
XRPUSDT,2026-02-17 03:00:00+00:00,2,4,2,1240,673,279,31.5375
ETHUSDT,2026-02-17 08:30:00+00:00,5,3,5,13452,6209,1099,1.4625
XRPUSDT,2026-02-17 10:00:00+00:00,2,4,3,1437,848,287,31.5375
ADAUSDT,2026-02-17 10:15:00+00:00,1,5,1,534,347,116,81.6375
SOLUSDT,2026-02-17 14:30:00+00:00,4,4,5,6772,4013,1420,52.7875
ADAUSDT,2026-02-17 15:45:00+00:00,1,4,1,588,354,126,104.5375
XRPUSDT,2026-02-17 17:30:00+00:00,3,2,2,2437,1055,521,48.225
XRPUSDT,2026-02-17 17:45:00+00:00,3,3,2,2396,1101,524,62.125
SOLUSDT,2026-02-17 18:30:00+00:00,3,4,3,2378,1348,550,97.675
ETHUSDT,2026-02-17 22:30:00+00:00,4,2,4,4762,1480,457,26.225
XRPUSDT,2026-02-17 22:45:00+00:00,2,4,1,1132,635,225,31.5375
ADAUSDT,2026-02-17 23:15:00+00:00,1,5,1,203,136,36,81.6375
SOLUSDT,2026-02-17 23:30:00+00:00,1,3,1,721,379,181,1.0
ETHUSDT,2026-02-18 02:45:00+00:00,4,3,3,6190,3020,474,1.0
SOLUSDT,2026-02-18 03:15:00+00:00,1,5,1,791,494,178,1.0
SOLUSDT,2026-02-18 05:00:00+00:00,1,4,2,737,396,182,4.8125
SOLUSDT,2026-02-18 08:30:00+00:00,3,5,3,2137,1570,329,40.7625
BTCUSDT,2026-02-18 10:15:00+00:00,4,2,4,7292,2662,688,104.35
ADAUSDT,2026-02-18 15:30:00+00:00,2,5,2,941,645,178,40.525
XRPUSDT,2026-02-18 16:00:00+00:00,4,4,3,4402,2390,887,14.8625
BTCUSDT,2026-02-18 23:15:00+00:00,4,1,4,5783,1477,540,46.3875
DOGEUSDT,2026-02-19 02:45:00+00:00,1,5,1,597,377,119,1.9625
DOGEUSDT,2026-02-19 03:15:00+00:00,1,5,1,737,462,138,1.9625
SOLUSDT,2026-02-19 03:15:00+00:00,1,5,1,765,479,169,1.0
BTCUSDT,2026-02-19 03:30:00+00:00,4,1,4,6424,1848,774,46.3875
XRPUSDT,2026-02-19 04:30:00+00:00,2,4,2,1062,631,216,31.5375
BTCUSDT,2026-02-19 06:45:00+00:00,5,3,4,7700,3512,819,3.325
DOGEUSDT,2026-02-19 08:30:00+00:00,2,4,2,1330,714,294,20.825
SOLUSDT,2026-02-19 12:30:00+00:00,2,4,3,1588,977,362,69.175
XRPUSDT,2026-02-19 13:30:00+00:00,4,4,3,5018,2958,937,14.8625
AVAXUSDT,2026-02-19 16:15:00+00:00,1,5,1,216,173,28,225.225
DOGEUSDT,2026-02-19 20:15:00+00:00,1,2,1,700,305,167,13.8375
SOLUSDT,2026-02-19 22:15:00+00:00,2,5,3,1664,1111,296,21.8625
ETHUSDT,2026-02-19 23:30:00+00:00,3,1,3,2856,722,307,19.05
BTCUSDT,2026-02-20 00:45:00+00:00,4,1,4,7238,1765,629,46.3875
BTCUSDT,2026-02-20 02:30:00+00:00,4,1,4,4669,1193,492,46.3875
SOLUSDT,2026-02-20 03:15:00+00:00,3,5,4,2384,1815,296,40.7625
DOGEUSDT,2026-02-20 03:30:00+00:00,1,3,1,554,265,131,47.5125
XRPUSDT,2026-02-20 03:30:00+00:00,2,5,2,1328,827,272,7.925
XRPUSDT,2026-02-20 05:45:00+00:00,2,4,3,1689,946,354,31.5375
ADAUSDT,2026-02-20 06:15:00+00:00,1,5,1,211,140,45,81.6375
DOGEUSDT,2026-02-20 06:15:00+00:00,2,4,1,955,571,177,20.825
BTCUSDT,2026-02-20 09:45:00+00:00,5,3,4,8319,4059,741,3.325
BTCUSDT,2026-02-20 10:00:00+00:00,5,3,5,18657,9490,1172,3.325
DOGEUSDT,2026-02-20 12:00:00+00:00,2,4,2,838,462,160,20.825
DOGEUSDT,2026-02-20 13:30:00+00:00,4,4,3,4718,2652,1041,3.7875
XRPUSDT,2026-02-20 13:45:00+00:00,4,4,4,3973,2372,776,14.8625
ADAUSDT,2026-02-20 16:30:00+00:00,2,5,2,1134,755,222,40.525
ETHUSDT,2026-02-20 17:15:00+00:00,5,1,5,18863,3086,1435,232.8125
BTCUSDT,2026-02-20 22:45:00+00:00,5,1,4,9555,1678,673,173.075
XRPUSDT,2026-02-20 23:15:00+00:00,1,3,1,674,337,158,17.675
ETHUSDT,2026-02-21 01:15:00+00:00,3,1,3,2827,671,227,19.05
ETHUSDT,2026-02-21 04:00:00+00:00,3,1,3,2425,658,218,19.05
SOLUSDT,2026-02-21 05:15:00+00:00,1,3,1,764,402,176,1.0
ETHUSDT,2026-02-21 05:30:00+00:00,2,1,2,1614,406,185,1.0
SOLUSDT,2026-02-21 05:30:00+00:00,1,4,1,749,437,184,4.8125
ETHUSDT,2026-02-21 05:45:00+00:00,2,1,2,1629,415,198,1.0
ETHUSDT,2026-02-21 06:45:00+00:00,2,1,2,1517,411,173,1.0
SOLUSDT,2026-02-21 07:15:00+00:00,1,3,1,733,385,166,1.0
XRPUSDT,2026-02-21 07:30:00+00:00,1,4,1,758,409,181,6.8125
SOLUSDT,2026-02-21 07:45:00+00:00,1,4,1,710,407,159,4.8125
SOLUSDT,2026-02-21 08:15:00+00:00,1,3,1,732,375,165,1.0
SOLUSDT,2026-02-21 10:15:00+00:00,2,4,2,1080,658,221,69.175
XRPUSDT,2026-02-21 10:30:00+00:00,1,4,1,775,439,170,6.8125
ETHUSDT,2026-02-21 10:45:00+00:00,2,2,2,1729,585,222,3.9875
DOGEUSDT,2026-02-21 15:15:00+00:00,2,3,1,918,455,210,66.0875
XRPUSDT,2026-02-21 18:15:00+00:00,2,5,1,1158,720,239,7.925
SOLUSDT,2026-02-21 19:00:00+00:00,2,4,2,1066,636,246,69.175
ADAUSDT,2026-02-21 19:15:00+00:00,1,5,1,217,149,39,81.6375
ETHUSDT,2026-02-21 19:15:00+00:00,3,2,3,2014,724,264,16.575
DOGEUSDT,2026-02-21 21:15:00+00:00,1,3,1,673,330,181,47.5125
SOLUSDT,2026-02-21 23:00:00+00:00,2,5,3,1566,993,312,21.8625
BTCUSDT,2026-02-22 00:45:00+00:00,4,2,3,5767,2088,580,104.35
DOGEUSDT,2026-02-22 02:45:00+00:00,2,5,1,968,617,166,4.8875
DOGEUSDT,2026-02-22 03:00:00+00:00,2,5,2,1495,978,268,4.8875
DOGEUSDT,2026-02-22 03:15:00+00:00,3,5,3,3412,2389,559,2.925
ETHUSDT,2026-02-22 03:30:00+00:00,3,1,3,3086,768,299,19.05
XRPUSDT,2026-02-22 03:30:00+00:00,1,4,1,745,444,154,6.8125
BTCUSDT,2026-02-22 04:00:00+00:00,3,2,3,3358,1079,453,18.6125
ETHUSDT,2026-02-22 04:45:00+00:00,2,2,2,1580,696,183,3.9875
SOLUSDT,2026-02-22 05:30:00+00:00,1,5,1,650,416,129,1.0
ETHUSDT,2026-02-22 06:45:00+00:00,2,1,2,1324,384,151,1.0
SOLUSDT,2026-02-22 07:15:00+00:00,1,3,1,686,358,155,1.0
XRPUSDT,2026-02-22 07:45:00+00:00,1,4,1,610,339,141,6.8125
SOLUSDT,2026-02-22 08:15:00+00:00,2,5,2,967,604,210,21.8625
SOLUSDT,2026-02-22 08:45:00+00:00,1,3,1,740,387,191,1.0
SOLUSDT,2026-02-22 09:00:00+00:00,2,2,2,1320,541,253,1.0
XRPUSDT,2026-02-22 09:15:00+00:00,1,3,1,571,295,138,17.675
ETHUSDT,2026-02-22 10:00:00+00:00,3,3,3,1833,902,240,1.15
BTCUSDT,2026-02-22 10:15:00+00:00,4,2,4,4129,1357,580,104.35
ETHUSDT,2026-02-22 11:45:00+00:00,3,5,3,3422,2526,299,1.0
ADAUSDT,2026-02-22 13:30:00+00:00,1,5,1,477,344,86,81.6375
ADAUSDT,2026-02-22 14:00:00+00:00,1,4,1,231,139,45,104.5375
DOGEUSDT,2026-02-22 14:45:00+00:00,3,4,3,2713,1508,584,10.075
ETHUSDT,2026-02-22 15:00:00+00:00,4,1,4,5073,1061,480,106.55
ETHUSDT,2026-02-22 15:45:00+00:00,3,1,3,3076,744,329,19.05
XRPUSDT,2026-02-22 16:15:00+00:00,2,5,2,1258,781,239,7.925
SOLUSDT,2026-02-22 16:30:00+00:00,2,5,2,1065,678,230,21.8625
ETHUSDT,2026-02-22 16:45:00+00:00,3,3,3,3403,1531,348,1.15
ETHUSDT,2026-02-22 17:45:00+00:00,4,1,3,4660,892,431,106.55
BTCUSDT,2026-02-22 18:00:00+00:00,5,3,4,8970,4196,739,3.325
BTCUSDT,2026-02-22 18:45:00+00:00,4,3,4,6675,3231,750,14.5875
ETHUSDT,2026-02-22 19:15:00+00:00,2,1,2,1735,420,198,1.0
XRPUSDT,2026-02-22 19:30:00+00:00,2,5,1,1086,699,197,7.925
ETHUSDT,2026-02-22 19:45:00+00:00,2,1,2,1441,400,168,1.0
ETHUSDT,2026-02-22 20:15:00+00:00,2,1,2,1677,443,201,1.0
SOLUSDT,2026-02-22 21:00:00+00:00,1,4,1,724,406,168,4.8125
DOGEUSDT,2026-02-22 21:15:00+00:00,1,3,1,393,196,84,47.5125
SOLUSDT,2026-02-22 21:15:00+00:00,1,5,2,775,512,144,1.0
ETHUSDT,2026-02-22 21:30:00+00:00,4,3,4,5889,2819,485,1.0
SOLUSDT,2026-02-22 21:30:00+00:00,2,5,2,1069,692,198,21.8625
SOLUSDT,2026-02-22 21:45:00+00:00,1,4,2,719,433,155,4.8125
SOLUSDT,2026-02-22 22:15:00+00:00,2,5,2,1173,730,247,21.8625
XRPUSDT,2026-02-23 00:00:00+00:00,2,4,2,1378,809,269,31.5375
ETHUSDT,2026-02-23 00:30:00+00:00,5,3,4,10933,5402,712,1.4625
XRPUSDT,2026-02-23 00:30:00+00:00,4,5,3,3984,2534,746,7.4375
AVAXUSDT,2026-02-23 01:00:00+00:00,4,5,4,3650,2864,525,3.15
DOGEUSDT,2026-02-23 02:15:00+00:00,2,3,2,1363,642,324,66.0875
XRPUSDT,2026-02-23 03:15:00+00:00,3,5,3,2568,1624,505,12.5625
XRPUSDT,2026-02-23 03:30:00+00:00,3,5,3,2466,1586,481,12.5625
SOLUSDT,2026-02-23 05:15:00+00:00,3,5,3,2205,1491,409,40.7625
XRPUSDT,2026-02-23 05:30:00+00:00,2,5,2,1620,1032,307,7.925
XRPUSDT,2026-02-23 09:15:00+00:00,3,4,3,1883,1032,396,28.8375
XRPUSDT,2026-02-23 11:00:00+00:00,3,5,3,2579,1653,447,12.5625
DOGEUSDT,2026-02-23 13:15:00+00:00,2,5,2,1472,953,277,4.8875
DOGEUSDT,2026-02-23 13:30:00+00:00,3,5,2,3102,2483,346,2.925
SOLUSDT,2026-02-23 14:30:00+00:00,4,4,4,6165,3638,1381,52.7875
XRPUSDT,2026-02-23 14:30:00+00:00,5,4,4,9094,4969,1672,4.1125
ADAUSDT,2026-02-23 15:00:00+00:00,2,5,1,939,643,177,40.525
XRPUSDT,2026-02-23 16:00:00+00:00,4,4,3,4086,2208,838,14.8625
ETHUSDT,2026-02-24 00:15:00+00:00,4,1,3,4689,1069,447,106.55
DOGEUSDT,2026-02-24 01:15:00+00:00,5,4,4,12163,7386,2297,1.0
BTCUSDT,2026-02-24 04:15:00+00:00,5,2,5,53871,18011,3090,57.2
DOGEUSDT,2026-02-24 04:15:00+00:00,3,3,2,1976,1044,449,36.4125
XRPUSDT,2026-02-24 05:15:00+00:00,3,3,3,2665,1297,600,62.125
DOGEUSDT,2026-02-24 08:15:00+00:00,2,4,2,981,526,218,20.825
DOGEUSDT,2026-02-24 10:30:00+00:00,1,4,1,461,261,114,16.3375
ETHUSDT,2026-02-24 10:30:00+00:00,5,2,4,8070,2370,805,22.9625
DOGEUSDT,2026-02-24 10:45:00+00:00,1,3,1,586,278,142,47.5125
SOLUSDT,2026-02-24 17:30:00+00:00,2,3,2,1474,782,351,16.0375
DOGEUSDT,2026-02-24 18:00:00+00:00,2,3,2,1455,720,316,66.0875
ADAUSDT,2026-02-24 18:45:00+00:00,1,3,1,210,106,55,39.4875
XRPUSDT,2026-02-24 20:15:00+00:00,4,2,2,3819,1581,836,29.925
SOLUSDT,2026-02-25 00:00:00+00:00,3,5,3,1775,1205,289,40.7625
XRPUSDT,2026-02-25 02:15:00+00:00,3,4,3,2794,1562,560,28.8375
ETHUSDT,2026-02-25 02:45:00+00:00,5,1,5,9859,2712,865,232.8125
ETHUSDT,2026-02-25 05:00:00+00:00,4,2,4,6922,2104,638,26.225
XRPUSDT,2026-02-25 06:30:00+00:00,2,4,2,1007,544,234,31.5375
ETHUSDT,2026-02-25 07:00:00+00:00,4,2,4,7475,2439,771,26.225
ETHUSDT,2026-02-25 08:00:00+00:00,4,2,3,5490,1632,534,26.225
XRPUSDT,2026-02-25 08:45:00+00:00,3,4,3,1840,1045,397,28.8375
XRPUSDT,2026-02-25 10:30:00+00:00,2,4,2,1076,648,226,31.5375
DOGEUSDT,2026-02-25 11:00:00+00:00,2,4,1,966,526,210,20.825
XRPUSDT,2026-02-25 11:45:00+00:00,2,3,2,1043,530,221,75.6375
BTCUSDT,2026-02-25 12:45:00+00:00,5,1,5,27310,6247,2091,173.075
AVAXUSDT,2026-02-25 13:00:00+00:00,5,5,4,8300,7738,379,1.0
AVAXUSDT,2026-02-25 13:15:00+00:00,4,5,3,4441,4053,240,3.15
AVAXUSDT,2026-02-25 13:30:00+00:00,4,5,3,4299,4010,198,3.15
ADAUSDT,2026-02-25 14:45:00+00:00,3,5,2,1850,1198,378,15.725
DOGEUSDT,2026-02-25 14:45:00+00:00,5,4,4,10938,6490,2204,1.0
DOGEUSDT,2026-02-25 15:00:00+00:00,5,4,4,11246,6323,2307,1.0
DOGEUSDT,2026-02-25 15:15:00+00:00,5,4,4,9164,5150,1838,1.0
DOGEUSDT,2026-02-25 16:00:00+00:00,4,3,3,4490,2288,969,16.275
DOGEUSDT,2026-02-25 17:30:00+00:00,4,5,3,5726,3994,814,1.6
ADAUSDT,2026-02-25 19:00:00+00:00,2,5,3,1589,1221,213,40.525
XRPUSDT,2026-02-25 19:30:00+00:00,4,5,4,4643,3121,802,7.4375
ADAUSDT,2026-02-25 20:00:00+00:00,5,5,4,8221,5531,1568,1.0
DOGEUSDT,2026-02-25 20:00:00+00:00,4,4,3,3639,2069,778,3.7875
DOGEUSDT,2026-02-25 21:15:00+00:00,3,5,2,2338,1547,407,2.925
DOGEUSDT,2026-02-25 23:30:00+00:00,4,5,4,5938,3697,1064,1.6
DOGEUSDT,2026-02-25 23:45:00+00:00,4,4,3,3979,2463,737,3.7875
XRPUSDT,2026-02-25 23:45:00+00:00,4,3,3,3826,1840,818,32.2375
DOGEUSDT,2026-02-26 00:45:00+00:00,4,5,4,4967,3765,605,1.6
DOGEUSDT,2026-02-26 02:15:00+00:00,2,3,2,1564,739,376,66.0875
XRPUSDT,2026-02-26 05:00:00+00:00,4,5,3,4370,2810,731,7.4375
DOGEUSDT,2026-02-26 07:15:00+00:00,2,4,1,825,456,171,20.825
ADAUSDT,2026-02-26 08:45:00+00:00,1,5,1,586,386,117,81.6375
DOGEUSDT,2026-02-26 09:00:00+00:00,2,3,2,1486,733,325,66.0875
SOLUSDT,2026-02-26 09:00:00+00:00,3,4,4,3390,2094,685,97.675
DOGEUSDT,2026-02-26 12:45:00+00:00,2,4,1,1054,576,234,20.825
XRPUSDT,2026-02-26 15:15:00+00:00,5,3,4,8153,4017,1665,12.4625
SOLUSDT,2026-02-26 15:30:00+00:00,4,4,4,6667,4102,1445,52.7875
XRPUSDT,2026-02-26 16:45:00+00:00,5,4,5,9389,5058,1680,4.1125
XRPUSDT,2026-02-26 20:00:00+00:00,3,5,3,3013,1915,518,12.5625
DOGEUSDT,2026-02-26 21:15:00+00:00,1,4,1,587,316,132,16.3375
DOGEUSDT,2026-02-26 22:15:00+00:00,1,4,1,422,246,95,16.3375
DOGEUSDT,2026-02-26 22:45:00+00:00,1,4,1,615,348,131,16.3375
XRPUSDT,2026-02-26 23:45:00+00:00,1,3,2,791,399,154,17.675
SOLUSDT,2026-02-27 00:00:00+00:00,2,4,2,1238,701,283,69.175
XRPUSDT,2026-02-27 02:45:00+00:00,2,3,2,1179,560,272,75.6375
BTCUSDT,2026-02-27 03:15:00+00:00,4,1,4,6415,1537,712,46.3875
DOGEUSDT,2026-02-27 05:15:00+00:00,2,4,1,900,537,179,20.825
XRPUSDT,2026-02-27 08:15:00+00:00,2,3,2,1107,575,238,75.6375
DOGEUSDT,2026-02-27 08:30:00+00:00,1,3,1,787,421,185,47.5125
DOGEUSDT,2026-02-27 09:00:00+00:00,2,4,1,861,493,195,20.825
ADAUSDT,2026-02-27 10:00:00+00:00,2,5,1,998,660,220,40.525
SOLUSDT,2026-02-27 10:45:00+00:00,4,5,4,3479,2254,705,28.9
ETHUSDT,2026-02-27 13:30:00+00:00,5,1,5,34981,7210,2669,232.8125
DOGEUSDT,2026-02-27 14:00:00+00:00,2,4,1,1180,704,239,20.825
DOGEUSDT,2026-02-27 15:15:00+00:00,3,5,1,2883,1939,502,2.925
XRPUSDT,2026-02-27 15:30:00+00:00,5,5,5,7714,5297,1310,1.5875
XRPUSDT,2026-02-27 17:00:00+00:00,3,5,3,3194,2042,610,12.5625
SOLUSDT,2026-02-27 18:30:00+00:00,4,5,3,3862,3027,473,28.9
XRPUSDT,2026-02-27 21:00:00+00:00,3,3,2,1768,941,395,62.125
DOGEUSDT,2026-02-27 21:45:00+00:00,1,5,1,790,527,144,1.9625
DOGEUSDT,2026-02-27 22:00:00+00:00,2,5,1,830,576,131,4.8875
XRPUSDT,2026-02-27 23:00:00+00:00,3,4,2,2125,1216,468,28.8375
DOGEUSDT,2026-02-27 23:30:00+00:00,1,4,1,645,399,126,16.3375
DOGEUSDT,2026-02-28 01:00:00+00:00,1,5,1,728,491,137,1.9625
DOGEUSDT,2026-02-28 01:45:00+00:00,1,4,1,376,213,86,16.3375
SOLUSDT,2026-02-28 03:45:00+00:00,1,3,1,722,366,180,1.0
SOLUSDT,2026-02-28 05:00:00+00:00,1,4,1,629,356,140,4.8125
DOGEUSDT,2026-02-28 05:45:00+00:00,1,5,1,586,380,113,1.9625
BTCUSDT,2026-02-28 06:00:00+00:00,4,1,3,5385,1501,628,46.3875
AVAXUSDT,2026-02-28 06:15:00+00:00,4,5,3,3876,3467,264,3.15
DOGEUSDT,2026-02-28 06:15:00+00:00,5,3,5,12475,6274,2557,3.625
DOGEUSDT,2026-02-28 06:45:00+00:00,5,3,4,7642,3939,1671,3.625
DOGEUSDT,2026-02-28 09:45:00+00:00,3,4,3,2699,1548,560,10.075
DOGEUSDT,2026-02-28 11:30:00+00:00,2,4,2,1669,907,362,20.825
XRPUSDT,2026-02-28 14:45:00+00:00,4,3,4,5339,2750,1147,32.2375
DOGEUSDT,2026-02-28 15:00:00+00:00,3,4,2,1931,1060,391,10.075
ADAUSDT,2026-02-28 15:15:00+00:00,2,5,2,838,653,129,40.525
SOLUSDT,2026-02-28 16:00:00+00:00,3,4,3,1829,1078,443,97.675
DOGEUSDT,2026-02-28 17:00:00+00:00,1,3,1,777,383,184,47.5125
XRPUSDT,2026-02-28 22:00:00+00:00,3,2,2,2410,1044,519,48.225
DOGEUSDT,2026-02-28 23:30:00+00:00,1,4,1,671,367,139,16.3375
SOLUSDT,2026-02-28 23:45:00+00:00,2,5,2,1675,1050,356,21.8625
DOGEUSDT,2026-03-01 00:45:00+00:00,1,3,1,795,418,177,47.5125
DOGEUSDT,2026-03-01 01:45:00+00:00,4,4,4,5224,3009,1031,3.7875
SOLUSDT,2026-03-01 01:45:00+00:00,5,5,5,11822,7891,2115,8.275
XRPUSDT,2026-03-01 01:45:00+00:00,5,3,5,8811,4603,1817,12.4625
DOGEUSDT,2026-03-01 02:00:00+00:00,5,4,4,9113,4939,1861,1.0
ETHUSDT,2026-03-01 02:45:00+00:00,5,1,5,22146,4723,1529,232.8125
XRPUSDT,2026-03-01 04:15:00+00:00,4,4,4,4799,2587,930,14.8625
DOGEUSDT,2026-03-01 05:15:00+00:00,1,3,1,546,272,135,47.5125
DOGEUSDT,2026-03-01 05:30:00+00:00,1,3,1,529,256,127,47.5125
DOGEUSDT,2026-03-01 07:00:00+00:00,2,3,1,818,409,192,66.0875
XRPUSDT,2026-03-01 09:30:00+00:00,3,4,3,1999,1103,420,28.8375
ADAUSDT,2026-03-01 10:15:00+00:00,1,5,1,737,553,97,81.6375
ETHUSDT,2026-03-01 13:15:00+00:00,5,1,5,13502,2661,978,232.8125
ADAUSDT,2026-03-01 14:15:00+00:00,2,5,1,858,616,163,40.525
SOLUSDT,2026-03-01 16:45:00+00:00,5,4,5,8396,5139,1800,14.5375
AVAXUSDT,2026-03-01 17:00:00+00:00,1,5,1,298,241,38,225.225
BTCUSDT,2026-03-01 23:15:00+00:00,5,1,5,22707,2046,1024,173.075
ADAUSDT,2026-03-02 00:15:00+00:00,1,5,1,426,270,88,81.6375
DOGEUSDT,2026-03-02 01:00:00+00:00,3,3,2,3066,1428,720,36.4125
DOGEUSDT,2026-03-02 02:45:00+00:00,1,2,1,663,294,153,13.8375
XRPUSDT,2026-03-02 09:30:00+00:00,2,3,2,1336,672,313,75.6375
DOGEUSDT,2026-03-02 11:00:00+00:00,2,3,2,1004,493,249,66.0875
DOGEUSDT,2026-03-02 13:30:00+00:00,2,3,2,1025,507,250,66.0875
XRPUSDT,2026-03-02 14:45:00+00:00,5,4,4,8541,4712,1646,4.1125
XRPUSDT,2026-03-02 15:30:00+00:00,5,4,4,10016,5864,1736,4.1125
XRPUSDT,2026-03-02 16:00:00+00:00,5,4,4,7864,4398,1449,4.1125
ADAUSDT,2026-03-02 17:45:00+00:00,1,5,1,652,449,137,81.6375
XRPUSDT,2026-03-02 18:30:00+00:00,4,5,3,4032,2685,600,7.4375
XRPUSDT,2026-03-02 19:00:00+00:00,4,5,3,4359,2810,670,7.4375
XRPUSDT,2026-03-02 20:00:00+00:00,4,5,3,5094,3506,735,7.4375
XRPUSDT,2026-03-03 00:30:00+00:00,4,5,3,3913,2815,544,7.4375
XRPUSDT,2026-03-03 03:30:00+00:00,3,5,2,2270,1599,311,12.5625
XRPUSDT,2026-03-03 05:15:00+00:00,3,5,3,2671,1849,410,12.5625
XRPUSDT,2026-03-03 06:30:00+00:00,3,5,2,1980,1346,319,12.5625
DOGEUSDT,2026-03-03 07:00:00+00:00,2,4,2,1103,672,219,20.825
DOGEUSDT,2026-03-03 07:30:00+00:00,3,4,3,2755,1481,550,10.075
DOGEUSDT,2026-03-03 07:45:00+00:00,2,4,2,1304,787,254,20.825
DOGEUSDT,2026-03-03 09:30:00+00:00,3,5,2,2364,1485,468,2.925
XRPUSDT,2026-03-03 10:00:00+00:00,2,3,2,1709,880,365,75.6375
XRPUSDT,2026-03-03 10:30:00+00:00,3,5,2,2332,1587,360,12.5625
ADAUSDT,2026-03-03 11:30:00+00:00,2,5,2,1015,737,163,40.525
DOGEUSDT,2026-03-03 12:30:00+00:00,2,4,2,1332,742,299,20.825
DOGEUSDT,2026-03-03 14:15:00+00:00,3,4,2,1893,1122,371,10.075
XRPUSDT,2026-03-03 15:00:00+00:00,5,5,3,8072,5491,1094,1.5875
ADAUSDT,2026-03-03 15:30:00+00:00,3,5,3,2561,1826,489,15.725
